Unit,Unit No.,Floor Plan Code,Net sf,Occupancy Status,"Enter ""F"" for Future Lease",Market Rent,Lease Start Date,Lease Expiration,"Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT",CONC/SPECL,Balance,PETFEE,CARPORT,PARKING,HOUSING,Occupancy Status / Code,"Enter ""F"" for Future Lease / Code",MTOM,PETRENT,GARAGE,Concession,Garbage,Pet Fee,Rent,Pet Rent,Pest Fee,Trash,Insurance Fee,Lease Rent,Required Deposit,Dep On Hand,TRASH,Occupancy Code,"Enter ""F"" for Future Lease.1",MTM,Occupancy Status Code,Occupied Since,Other Income,CABORT,REFERRAL,Move-Out Date,"Enter ""F"" for Future Lease Code",Month To Month,Enter Future Lease,CONC/SUBSIDY,FUTURE_RENT,Enter Other Lease Charge Codes Here,SH,CONC/SUB,PEST,MAINTENANCE,"Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT: 1190",Occupationally Accurate Market...,FARE,Rojas Jose,Occupied,"Enter individual charge codes into the blue cells below (ex. rent, maintenance, petfee, etc). For each unit, enter charge amounts in the corresponding columns. RENT","Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns.:",Enter other rental charges here,Enter other credit amounts here,Insurance,Market Rent Code,Lease Start Date Code,Lease Expiration Code,Occupancy Status Code^1,"Enter ""F"" for Future Lease Code^1",Market Rent Code^1,Lease Start Date Code^1,Lease Expiration Code^1,Map Code,"Enter Individual Charge Codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT",Occupied Net sf,Legal and Other Non-Refundable Fees,Enter F for Future Lease,Market Rent.1,Lease Start Date.1,Lease Expiration.1,Occupied.1,Actual Rent,Resident Deposit,Other Deposit,Occupancy Influences,Occupied by
1210,1210,A2,867.0,Vacant,,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,1210,A2,867.0,Occupied,,1190.0,2019-02-14,2020-03-31,1225.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227,60201c3,886.0,Occupied,,880.0,2018-09-14,2019-09-30,,,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241B,1241B,A2,867.0,Occupied,F,1185.0,2019-07-29,2020-07-30,1185.0,-1185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14370B,14370B,A2,867.0,Occupied,,1100.0,2019-05-22,2020-06-21,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13570W,13570W,A1A,736.0,Occupied,,1100.0,2019-04-06,2020-05-05,1098.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13570A,13570A,B1,1176.0,Occupied,F,1425.0,2021-04-30,2022-06-29,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13570B,13570B,A2,1066.0,Occupied,,1093.0,2018-10-12,2019-12-11,1083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235A,1235A,A2,867.0,Occupied,,910.0,2019-01-10,2019-07-31,836.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235A,1235A,A1,736.0,Occupied,,1103.0,2019-02-26,2020-03-31,1093.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236B,1236B,A2,867.0,Occupied,,1190.0,2019-06-01,2020-06-30,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236B,1236B,A1,736.0,Occupied,,1093.0,2019-02-08,2020-03-31,,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236B,1236B,A1,834.0,Occupied,,1096.0,2019-02-27,2020-04-26,1086.0,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236B,1236B,A2,867.0,Occupied,,949.0,2019-06-28,2020-08-27,949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236A,1236A,A2,867.0,Occupied,,1180.0,2019-06-01,2020-05-31,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,1236,A2,867.0,Occupied-NTV,,880.0,2018-10-01,2019-09-30,849.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,1236,A2,867.0,Occupied,F,880.0,2024-10-15,2025-10-31,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,1236,A2,867.0,Occupied,,1169.0,2019-02-08,2020-03-07,1179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,228,60212c3,1227.0,Occupied,,1130.0,2019-07-16,2019-10-15,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,1335,A2,867.0,Occupied,,1175.0,2018-12-01,2019-12-31,1185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,1335,A2,925.0,Occupied,F,1009.0,2023-08-30,2024-09-29,1009.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1228,A2,867.0,Occupied,,1200.0,2019-01-19,2020-03-31,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1228,A2,862.0,Occupied,,1190.0,2019-04-25,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,Occupied-NTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1228,A1,522.0,Occupied,,736.0,2018-09-01,2019-08-31,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1228,A1,522.0,Occupied,,635.0,2019-07-12,2020-07-31,635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1228,A1,736.0,Occupied,,1093.0,2018-09-01,2019-08-31,1093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,1212,B1,1176.0,Occupied,,1450.0,2019-03-29,2020-05-31,1386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,1212,A2,867.0,Occupied,,1190.0,2018-10-31,2019-11-30,1190.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,1212,B1,1176.0,Occupied,,1450.0,2018-12-30,2019-12-31,1386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12210,12210,B1,1176.0,Occupied,,1450.0,2019-04-12,2020-06-11,1386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12210,12210,A2,867.0,Occupied,,1175.0,2019-04-01,2020-04-30,1259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12210,12210,A2,867.0,Occupied,,1180.0,2018-05-20,2019-06-19,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12210,12210,B2,1251.0,Occupied,,1515.0,2019-04-12,2020-05-11,1507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,229,60212c1,1227.0,Vacant,,1280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,A1,736.0,Occupied,F,1103.0,2023-11-01,2024-10-31,1103.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,A2,867.0,Occupied,,1190.0,2022-09-24,2023-10-31,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,A2,867.0,Occupied,F,1190.0,2023-12-15,2025-01-14,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,A1,736.0,Occupied,,1078.0,2018-09-01,2019-08-31,1068.0,-1078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,A1,736.0,Occupied,,1101.0,2019-06-14,2020-06-30,1101.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,A2,837.0,Occupied,,1089.0,2019-07-11,2020-07-31,1026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,B1,854.0,Occupied,F,1165.0,2018-10-27,2019-11-26,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122E,122E,A2,867.0,Occupied,,1190.0,2019-03-14,2020-05-13,1190.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575C,3575C,A1CF,706.0,Occupied,F,979.0,2018-08-26,2019-10-25,859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575C,3575C,A1CF,706.0,Occupied,F,979.0,2019-10-26,2020-08-25,902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,145,A2,867.0,Occupied,,1180.0,2019-04-19,2020-05-31,1.0,-796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259W,1259W,B1,1176.0,Occupied,F,1425.0,2019-05-10,2020-06-30,1361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,2375,A1,709.0,Occupied,F,1000.0,2019-08-30,2020-09-30,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575G,3575G,A1CP,706.0,Occupied,,919.0,2019-03-22,2020-05-21,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13575D,13575D,A1,736.0,Occupied,F,1093.0,2019-03-13,2020-04-12,1093.0,-1093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13575D,13575D,A1,736.0,Occupied,F,1093.0,2021-04-30,2022-04-29,1093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,230,60212c,1227.0,Occupied,,1130.0,2019-05-21,2020-06-30,1093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234B,1234B,A1,522.0,Occupied,F,635.0,2023-09-27,2024-09-30,300.0,,,,,,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234B,1234B,A1,736.0,Occupied,,1103.0,2019-05-01,2020-04-30,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576G,3576G,A1BF,643.0,Vacant-Leased,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576G,3576G,A1BF,643.0,Vacant-Leased,F,999.0,2019-10-28,2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234F,1234F,A2,867.0,Occupied,F,1086.0,2019-04-26,2020-05-31,1086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,1220,3BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231,60208c3,867.0,Occupied,,880.0,2019-06-28,2020-06-28,809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367A,1367A,A2,886.0,Occupied,F,1093.0,2019-01-07,2020-01-31,1083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,1243,A1,736.0,Occupied,,1078.0,2018-11-18,2019-12-17,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577C,3577C,A1AP,561.0,Occupied,F,849.0,2018-09-10,2019-11-09,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577C,3577C,A1AP,561.0,Occupied,F,849.0,2019-11-10,2020-11-09,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377C,2377C,A1,522.0,Occupied,,735.0,2019-06-01,2020-05-31,735.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577E,3577E,A1A,561.0,Vacant-Leased,,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577E,3577E,A1A,561.0,Occupied,F,789.0,2019-11-15,2020-11-14,,,,,,,,,,,,,,,,,0.0,7.0,10.0,0.0,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,1377,A1,736.0,Occupied,,1073.0,2019-05-16,2020-06-15,1063.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233G,1233G,A2,867.0,Occupied,,1215.0,2018-12-08,2019-12-31,1226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,1383,A2,644.0,Occupied,,923.0,2018-12-19,2019-12-31,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,1333,A2,647.0,Occupied,,970.0,2019-06-01,2020-06-30,1553.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,1333,B2,1156.0,Occupied,F,1425.0,2018-08-05,2019-10-04,1361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,1333,B2,1156.0,Occupied,F,1425.0,2018-08-05,2019-10-04,1361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,1333,B2,1156.0,Occupied,F,1425.0,2018-08-05,2019-10-04,1361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200.0,,,,,,,,,-1361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,232,60212c2,1023.0,Occupied,,895.0,2017-05-01,2018-05-31,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577K,3577K,A1AF,561.0,Vacant-Leased,,919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577K,3577K,A1AF,561.0,Vacant-Leased,F,919.0,2019-10-29,2020-10-29,,,,,,,,,,,,,,,,919.0,10.0,7.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1221,A1,736.0,Occupied,,1103.0,2018-07-31,2019-08-30,1093.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1221,A2,647.0,Occupied,F,970.0,2019-07-01,2020-06-30,989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1221,A2,647.0,Occupied,,970.0,2018-10-12,2019-10-31,958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1221,A1,736.0,Occupied,F,1093.0,2019-07-01,2019-12-31,1083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1221,A2,647.0,Occupied,,970.0,2019-04-26,2020-06-30,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1221,A2,647.0,Occupied,,880.0,2018-09-05,2019-09-30,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,1233,A1,736.0,Occupied,F,1093.0,2019-02-26,2020-02-29,1083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577N,3577N,A1AP,561.0,Occupied,862,,2018-08-27,2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,1225,A2,647.0,Vacant,,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,1225,B1,1176.0,Occupied,,1450.0,2019-01-02,2020-02-29,1386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,1225,A2,647.0,Occupied,F,880.0,2021-06-18,2022-06-30,1518.0,-680.0,,,,,-738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357P,3357P,A1AF,561.0,Occupied,,919.0,2019-01-30,2019-07-29,868.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,1231,A2,783.0,Occupied,,970.0,2019-04-30,2020-04-30,663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,1231,A1,736.0,Occupied,,1103.0,2019-01-15,2020-03-31,1093.0,,,,,,,,,,35.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,1231,A2,867.0,Occupied,,1165.0,2018-09-08,2019-10-07,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,1343,A2,647.0,Occupied,,970.0,2018-12-19,2019-12-31,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1004,60212c,1304.0,Occupied,,1305.0,2018-09-28,2019-10-31,1271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,319,60212b2,1304.0,Occupied,,1155.0,2019-06-15,2020-06-30,1155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,319,A2,867.0,Occupied,,1190.0,2019-06-01,2020-06-30,1190.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,319,A2,647.0,Occupied,,880.0,2019-07-03,2020-07-31,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,319,A2,647.0,Occupied,,660.0,2019-08-01,2019-12-31,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,319,A2,867.0,Occupied,,1200.0,2019-01-04,2020-01-31,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229A,1229A,A2,867.0,Occupied,F,949.0,2018-09-21,2019-09-30,949.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228B,1228B,A2,867.0,Occupied,,949.0,2019-04-09,2020-07-31,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578D,3578D,A2A,847.0,Occupied,F,949.0,2015-06-29,2019-10-28,806.0,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578D,3578D,A2A,847.0,Occupied,F,949.0,2019-10-29,2020-10-28,841.0,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222A,1222A,A2,867.0,Occupied,,949.0,2018-10-26,2019-12-31,938.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1222,A2,647.0,Occupied,,930.0,2019-06-01,2020-05-31,895.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1222,A2,647.0,Occupied,F,880.0,2023-09-01,2024-08-31,769.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1222,A1,522.0,Occupied,,730.0,2019-06-14,2020-06-30,,,,,,,,,,,,,,,,,25.0,26.0,15.0,15.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1222,A2,867.0,Occupied,,1190.0,2019-06-09,2020-06-30,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378G,1378G,A2,911.0,Occupied,,949.0,2019-04-18,2020-05-31,919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1331,A2,854.0,Occupied,,1176.0,2019-03-09,2020-04-08,1221.0,-880.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,320,60212c3,1227.0,Occupied,,1130.0,2018-04-30,2019-05-31,1088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243C,1243C,A1,730.0,Occupied,,1078.0,2019-01-31,2020-02-29,1048.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
